state,regional_division,population,article_title,revision_id,article_quality
North Dakota,West North Central,,"Alsen, North Dakota",1172585298.0,C
North Dakota,West North Central,,"Monango, North Dakota",1173492129.0,C
North Dakota,West North Central,,"Nekoma, North Dakota",1172662832.0,C
North Dakota,West North Central,,"Springbrook, North Dakota",1173890463.0,C
North Dakota,West North Central,,"Hampden, North Dakota",1172672771.0,C
North Dakota,West North Central,,"Brinsmade, North Dakota",1172734559.0,C
North Dakota,West North Central,,"Fairdale, North Dakota",1172657407.0,C
North Dakota,West North Central,,"Luverne, North Dakota",1176714402.0,C
North Dakota,West North Central,,"Leith, North Dakota",1174301976.0,GA
North Dakota,West North Central,,"Kramer, North Dakota",1173715866.0,C
North Dakota,West North Central,,"Amidon, North Dakota",1174328343.0,C
North Dakota,West North Central,,"Leal, North Dakota",1165889698.0,GA
North Dakota,West North Central,,"Gardena, North Dakota",1173715565.0,C
North Dakota,West North Central,,"Antler, North Dakota",1173714638.0,GA
North Dakota,West North Central,,"Cathay, North Dakota",1173437622.0,C
North Dakota,West North Central,,"Elliott, North Dakota",1173052667.0,Start
North Dakota,West North Central,,"Gascoyne, North Dakota",1174330162.0,C
North Dakota,West North Central,,"Knox, North Dakota",1172733807.0,C
North Dakota,West North Central,,"Mylo, North Dakota",1172710050.0,GA
North Dakota,West North Central,,"Sibley, North Dakota",1165901731.0,C
North Dakota,West North Central,,"Venturia, North Dakota",1173494624.0,C
North Dakota,West North Central,,"Ambrose, North Dakota",1173876912.0,C
North Dakota,West North Central,,"Braddock, North Dakota",1173495946.0,C
North Dakota,West North Central,,"Ludden, North Dakota",1173491768.0,C
North Dakota,West North Central,,"Lawton, North Dakota",1172673164.0,C
North Dakota,West North Central,,"Balfour, North Dakota",1174384172.0,C
North Dakota,West North Central,,"Bucyrus, North Dakota",1174282955.0,C
North Dakota,West North Central,,"Hansboro, North Dakota",1176638576.0,C
North Dakota,West North Central,,"Haynes, North Dakota",1174283345.0,C
North Dakota,West North Central,,"Sarles, North Dakota",1172650470.0,C
North Dakota,West North Central,,"York, North Dakota",1172732493.0,C
North Dakota,West North Central,,"Conway, North Dakota",1172656702.0,C
North Dakota,West North Central,,"Calvin, North Dakota",1172586122.0,C
North Dakota,West North Central,,"Ayr, North Dakota",1173061154.0,C
North Dakota,West North Central,,"Bergen, North Dakota",1178791836.0,C
North Dakota,West North Central,,"Hamberg, North Dakota",1178901312.0,Start
North Dakota,West North Central,,"Pillsbury, North Dakota",1174552380.0,C
North Dakota,West North Central,,"Churchs Ferry, North Dakota",1172677046.0,C
North Dakota,West North Central,,"Overly, North Dakota",1173718024.0,GA
North Dakota,West North Central,,"Grano, North Dakota",1173807712.0,C
North Dakota,West North Central,,"Loma, North Dakota",1172587617.0,C
North Dakota,West North Central,,"Wales, North Dakota",1172650076.0,C
North Dakota,West North Central,,"Loraine, North Dakota",1173808125.0,C
North Dakota,West North Central,,"Hannah, North Dakota",1176933742.0,C
North Dakota,West North Central,,"Kief, North Dakota",1173707893.0,GA
North Dakota,West North Central,,"Calio, North Dakota",1172585784.0,C
North Dakota,West North Central,,"Perth, North Dakota",1172705200.0,C
North Dakota,West North Central,,"Ruso, North Dakota",1179720061.0,C
Ohio,East North Central,11756058.0,"Akron, Ohio",1179161838.0,B
Ohio,East North Central,11756058.0,"Alliance, Ohio",1177913811.0,GA
Ohio,East North Central,11756058.0,"Amherst, Ohio",1165507033.0,GA
Ohio,East North Central,11756058.0,"Ashland, Ohio",1178438134.0,GA
Ohio,East North Central,11756058.0,"Ashtabula, Ohio",1177760164.0,B
Ohio,East North Central,11756058.0,"Athens, Ohio",1179093816.0,B
Ohio,East North Central,11756058.0,"Aurora, Ohio",1168047356.0,GA
Ohio,East North Central,11756058.0,"Avon, Ohio",1176041398.0,C
Ohio,East North Central,11756058.0,"Avon Lake, Ohio",1174118802.0,C
Ohio,East North Central,11756058.0,"Barberton, Ohio",1177712919.0,C
Ohio,East North Central,11756058.0,"Bay Village, Ohio",1167827481.0,C
Ohio,East North Central,11756058.0,"Beachwood, Ohio",1177255256.0,GA
Ohio,East North Central,11756058.0,"Beavercreek, Ohio",1175944597.0,GA
Ohio,East North Central,11756058.0,"Bedford, Ohio",1179268353.0,GA
Ohio,East North Central,11756058.0,"Bedford Heights, Ohio",1167618709.0,GA
Ohio,East North Central,11756058.0,"Bellbrook, Ohio",1167532328.0,GA
Ohio,East North Central,11756058.0,"Bellefontaine, Ohio",1177760610.0,GA
Ohio,East North Central,11756058.0,"Bellevue, Ohio",1175615796.0,C
Ohio,East North Central,11756058.0,"Belpre, Ohio",1175871953.0,C
Ohio,East North Central,11756058.0,"Berea, Ohio",1179843742.0,C
Ohio,East North Central,11756058.0,"Bexley, Ohio",1175302359.0,C
Ohio,East North Central,11756058.0,,,
Ohio,East North Central,11756058.0,,,
Ohio,East North Central,11756058.0,"Brecksville, Ohio",1174343391.0,GA
Ohio,East North Central,11756058.0,"Broadview Heights, Ohio",1167784779.0,C
Ohio,East North Central,11756058.0,"Brooklyn, Ohio",1165537327.0,GA
Ohio,East North Central,11756058.0,"Brook Park, Ohio",1165537259.0,GA
Ohio,East North Central,11756058.0,"Brookville, Ohio",1172722484.0,C
Ohio,East North Central,11756058.0,"Brunswick, Ohio",1180130802.0,GA
Ohio,East North Central,11756058.0,"Bryan, Ohio",1165537487.0,GA
Ohio,East North Central,11756058.0,"Bucyrus, Ohio",1177761856.0,GA
Ohio,East North Central,11756058.0,"Cambridge, Ohio",1177760633.0,C
Ohio,East North Central,11756058.0,"Campbell, Ohio",1168708699.0,GA
Ohio,East North Central,11756058.0,"Canal Fulton, Ohio",1177204769.0,GA
Ohio,East North Central,11756058.0,"Canal Winchester, Ohio",1165538140.0,C
Ohio,East North Central,11756058.0,"Canfield, Ohio",1176778150.0,C
Ohio,East North Central,11756058.0,"Canton, Ohio",1180410974.0,B
Ohio,East North Central,11756058.0,"Carlisle, Ohio",1172722517.0,GA
Ohio,East North Central,11756058.0,"Celina, Ohio",1178708212.0,C
Ohio,East North Central,11756058.0,"Centerville, Ohio",1175434068.0,C
Ohio,East North Central,11756058.0,"Chardon, Ohio",1178006732.0,C
Ohio,East North Central,11756058.0,"Cheviot, Ohio",1177832928.0,GA
Ohio,East North Central,11756058.0,"Chillicothe, Ohio",1177760466.0,C
Ohio,East North Central,11756058.0,"Cincinnati, Ohio",1074785308.0,Stub
Ohio,East North Central,11756058.0,"Circleville, Ohio",1178411531.0,GA
Ohio,East North Central,11756058.0,"Clayton, Ohio",1172722554.0,C
Ohio,East North Central,11756058.0,"Cleveland, Ohio",1070742786.0,Stub
Ohio,East North Central,11756058.0,"Cleveland Heights, Ohio",1177868510.0,C
Ohio,East North Central,11756058.0,"Clyde, Ohio",1171754160.0,GA
Ohio,East North Central,11756058.0,"Columbiana, Ohio",1172002601.0,GA
Ohio,East North Central,11756058.0,"Columbus, Ohio",1180300877.0,GA
Ohio,East North Central,11756058.0,"Conneaut, Ohio",1168137365.0,C
Ohio,East North Central,11756058.0,"Cortland, Ohio",1167975379.0,GA
Ohio,East North Central,11756058.0,"Coshocton, Ohio",1177762156.0,C
Ohio,East North Central,11756058.0,"Cuyahoga Falls, Ohio",1173041272.0,C
Ohio,East North Central,11756058.0,"Dayton, Ohio",1179379083.0,GA
Ohio,East North Central,11756058.0,"Deer Park, Ohio",1177836596.0,GA
Ohio,East North Central,11756058.0,"Defiance, Ohio",1177762286.0,C
Ohio,East North Central,11756058.0,"Delaware, Ohio",1176572187.0,B
Ohio,East North Central,11756058.0,"Delphos, Ohio",1165904726.0,GA
Ohio,East North Central,11756058.0,"Dover, Ohio",1177760302.0,C
Ohio,East North Central,11756058.0,"Dublin, Ohio",1178737498.0,B
Ohio,East North Central,11756058.0,"East Cleveland, Ohio",1178719603.0,C
Ohio,East North Central,11756058.0,"East Liverpool, Ohio",1178597883.0,B
Ohio,East North Central,11756058.0,"Eastlake, Ohio",1168088516.0,GA
Ohio,East North Central,11756058.0,"Eaton, Ohio",1169536902.0,GA
Ohio,East North Central,11756058.0,"Elyria, Ohio",1174839790.0,C
Ohio,East North Central,11756058.0,"Englewood, Ohio",1172722592.0,C
Ohio,East North Central,11756058.0,"Euclid, Ohio",1175272302.0,C
Ohio,East North Central,11756058.0,"Fairborn, Ohio",1176044872.0,GA
Ohio,East North Central,11756058.0,"Fairfield, Ohio",1179961944.0,C
Ohio,East North Central,11756058.0,"Fairlawn, Ohio",1171898398.0,C
Ohio,East North Central,11756058.0,"Fairview Park, Ohio",1174769590.0,C
Ohio,East North Central,11756058.0,"Findlay, Ohio",1179608331.0,GA
Ohio,East North Central,11756058.0,"Forest Park, Ohio",1177995927.0,GA
Ohio,East North Central,11756058.0,"Fostoria, Ohio",1177229893.0,GA
Ohio,East North Central,11756058.0,"Franklin, Ohio",1172601787.0,GA
Ohio,East North Central,11756058.0,"Fremont, Ohio",1177760984.0,GA
Ohio,East North Central,11756058.0,"Gahanna, Ohio",1177232136.0,GA
Ohio,East North Central,11756058.0,"Galion, Ohio",1177214180.0,GA
Ohio,East North Central,11756058.0,"Garfield Heights, Ohio",1165747681.0,C
Ohio,East North Central,11756058.0,"Geneva, Ohio",1168088150.0,GA
Ohio,East North Central,11756058.0,"Germantown, Ohio",1169821014.0,C
Ohio,East North Central,11756058.0,"Girard, Ohio",1167975391.0,C
Ohio,East North Central,11756058.0,"Grandview Heights, Ohio",1165748451.0,C
Ohio,East North Central,11756058.0,"Green, Ohio",1168046812.0,C
Ohio,East North Central,11756058.0,"Greenville, Ohio",1177760854.0,C
Ohio,East North Central,11756058.0,"Grove City, Ohio",1165748853.0,C
Ohio,East North Central,11756058.0,"Groveport, Ohio",1165748869.0,C
Ohio,East North Central,11756058.0,"Hamilton, Ohio",1178557659.0,B
Ohio,East North Central,11756058.0,"Harrison, Ohio",1177998501.0,C
Ohio,East North Central,11756058.0,"Heath, Ohio",1165749613.0,C
Ohio,East North Central,11756058.0,"Highland Heights, Ohio",1165749974.0,C
Ohio,East North Central,11756058.0,"Hilliard, Ohio",1173040220.0,C
Ohio,East North Central,11756058.0,"Hillsboro, Ohio",1168959881.0,C
Ohio,East North Central,11756058.0,"Hubbard, Ohio",1167975400.0,GA
Ohio,East North Central,11756058.0,"Huber Heights, Ohio",1179217679.0,C
Ohio,East North Central,11756058.0,"Hudson, Ohio",1173668203.0,B
Ohio,East North Central,11756058.0,"Huron, Ohio",1166732951.0,C
Ohio,East North Central,11756058.0,"Independence, Ohio",1159691577.0,C
Ohio,East North Central,11756058.0,"Ironton, Ohio",1175300908.0,GA
Ohio,East North Central,11756058.0,"Jackson, Ohio",1177762181.0,GA
Ohio,East North Central,11756058.0,"Johnstown, Ohio",1165404861.0,C
Ohio,East North Central,11756058.0,"Kent, Ohio",1178804267.0,FA
Ohio,East North Central,11756058.0,"Kenton, Ohio",1173339512.0,GA
Ohio,East North Central,11756058.0,"Kettering, Ohio",1178568173.0,GA
Ohio,East North Central,11756058.0,"Kirtland, Ohio",1172668870.0,GA
Ohio,East North Central,11756058.0,"Lakewood, Ohio",1177739901.0,B
Ohio,East North Central,11756058.0,"Lancaster, Ohio",1174430389.0,C
Ohio,East North Central,11756058.0,"Lebanon, Ohio",1165889778.0,C
Ohio,East North Central,11756058.0,"Lima, Ohio",1180277269.0,B
Ohio,East North Central,11756058.0,"Logan, Ohio",1166454537.0,C
Ohio,East North Central,11756058.0,"London, Ohio",1165891217.0,C
Ohio,East North Central,11756058.0,"Lorain, Ohio",1178557736.0,C
Ohio,East North Central,11756058.0,"Louisville, Ohio",1168910503.0,C
Ohio,East North Central,11756058.0,"Loveland, Ohio",1180176653.0,B
Ohio,East North Central,11756058.0,"Lyndhurst, Ohio",1178914315.0,GA
Ohio,East North Central,11756058.0,"Macedonia, Ohio",1168046925.0,C
Ohio,East North Central,11756058.0,"Madeira, Ohio",1178100314.0,GA
Ohio,East North Central,11756058.0,"Mansfield, Ohio",1178724507.0,FA
Ohio,East North Central,11756058.0,"Maple Heights, Ohio",1172107499.0,GA
Ohio,East North Central,11756058.0,"Marietta, Ohio",1177762116.0,C
Ohio,East North Central,11756058.0,"Marion, Ohio",1177760520.0,B
Ohio,East North Central,11756058.0,"Martins Ferry, Ohio",1175530035.0,C
Ohio,East North Central,11756058.0,"Marysville, Ohio",1168621928.0,B
Ohio,East North Central,11756058.0,"Mason, Ohio",1179460428.0,C
Ohio,East North Central,11756058.0,"Massillon, Ohio",1175538835.0,B
Ohio,East North Central,11756058.0,"Maumee, Ohio",1163703918.0,C
Ohio,East North Central,11756058.0,"Mayfield Heights, Ohio",1165892663.0,C
Ohio,East North Central,11756058.0,"Medina, Ohio",1178752750.0,GA
Ohio,East North Central,11756058.0,"Mentor, Ohio",1178005079.0,C
Ohio,East North Central,11756058.0,"Mentor-on-the-Lake, Ohio",1168088560.0,C
Ohio,East North Central,11756058.0,"Miamisburg, Ohio",1178290034.0,C
Ohio,East North Central,11756058.0,"Middleburg Heights, Ohio",1165893315.0,GA
Ohio,East North Central,11756058.0,"Middletown, Ohio",1179524332.0,C
Ohio,East North Central,11756058.0,"Milford, Ohio",1178318261.0,C
Ohio,East North Central,11756058.0,"Monroe, Butler and Warren County, Ohio",935231123.0,Stub
Ohio,East North Central,11756058.0,"Montgomery, Ohio",1178260359.0,GA
Ohio,East North Central,11756058.0,"Moraine, Ohio",1172722678.0,GA
Ohio,East North Central,11756058.0,"Mount Healthy, Ohio",1178421456.0,GA
Ohio,East North Central,11756058.0,"Mount Vernon, Ohio",1177760545.0,C
Ohio,East North Central,11756058.0,"Munroe Falls, Ohio",1168046940.0,C
Ohio,East North Central,11756058.0,"Napoleon, Ohio",1170025936.0,GA
Ohio,East North Central,11756058.0,"Nelsonville, Ohio",1155517711.0,C
Ohio,East North Central,11756058.0,"New Albany, Ohio",1176168052.0,GA
Ohio,East North Central,11756058.0,"New Carlisle, Ohio",1165895147.0,GA
Ohio,East North Central,11756058.0,"New Franklin, Ohio",1168046949.0,C
Ohio,East North Central,11756058.0,"New Philadelphia, Ohio",1177760280.0,GA
Ohio,East North Central,11756058.0,"Newark, Ohio",1173671088.0,C
Ohio,East North Central,11756058.0,"Niles, Ohio",1176696319.0,GA
Ohio,East North Central,11756058.0,"North Canton, Ohio",1176876843.0,GA
Ohio,East North Central,11756058.0,"North College Hill, Ohio",1178422491.0,GA
Ohio,East North Central,11756058.0,"North Olmsted, Ohio",1165895841.0,GA
Ohio,East North Central,11756058.0,"North Ridgeville, Ohio",1165895859.0,C
Ohio,East North Central,11756058.0,"North Royalton, Ohio",1180346365.0,C
Ohio,East North Central,11756058.0,"Northwood, Ohio",1175149860.0,C
Ohio,East North Central,11756058.0,"Norton, Ohio",1171218676.0,C
Ohio,East North Central,11756058.0,"Norwalk, Ohio",1177760364.0,C
Ohio,East North Central,11756058.0,"Norwood, Ohio",1178577569.0,B
Ohio,East North Central,11756058.0,"Oakwood, Montgomery County, Ohio",1176627608.0,C
Ohio,East North Central,11756058.0,"Oberlin, Ohio",1165896289.0,C
Ohio,East North Central,11756058.0,"Obetz, Ohio",1167413416.0,C
Ohio,East North Central,11756058.0,"Olmsted Falls, Ohio",1179389011.0,C
Ohio,East North Central,11756058.0,"Ontario, Ohio",1169873716.0,GA
Ohio,East North Central,11756058.0,"Oregon, Ohio",1171017709.0,C
Ohio,East North Central,11756058.0,"Orrville, Ohio",1175116156.0,C
Ohio,East North Central,11756058.0,"Oxford, Ohio",1179524771.0,C
Ohio,East North Central,11756058.0,"Painesville, Ohio",1174038066.0,GA
Ohio,East North Central,11756058.0,"Parma, Ohio",1178727229.0,GA
Ohio,East North Central,11756058.0,"Parma Heights, Ohio",1170258359.0,C
Ohio,East North Central,11756058.0,"Pataskala, Ohio",1177324101.0,GA
Ohio,East North Central,11756058.0,"Pepper Pike, Ohio",1170697960.0,C
Ohio,East North Central,11756058.0,"Perrysburg, Ohio",1177222044.0,GA
Ohio,East North Central,11756058.0,"Pickerington, Ohio",1178119744.0,C
Ohio,East North Central,11756058.0,"Piqua, Ohio",1173068203.0,C
Ohio,East North Central,11756058.0,"Port Clinton, Ohio",1174195855.0,GA
Ohio,East North Central,11756058.0,"Portsmouth, Ohio",1177761961.0,B
Ohio,East North Central,11756058.0,"Powell, Ohio",1174864700.0,GA
Ohio,East North Central,11756058.0,"Ravenna, Ohio",1173864040.0,GA
Ohio,East North Central,11756058.0,"Reading, Ohio",1179566504.0,GA
Ohio,East North Central,11756058.0,"Reminderville, Ohio",1173666018.0,C
Ohio,East North Central,11756058.0,"Reynoldsburg, Ohio",1178494433.0,C
Ohio,East North Central,11756058.0,"Richmond Heights, Ohio",1165899641.0,C
Ohio,East North Central,11756058.0,"Rittman, Ohio",1174914666.0,C
Ohio,East North Central,11756058.0,"Riverside, Ohio",1175716715.0,C
Ohio,East North Central,11756058.0,"Rocky River, Ohio",1177740959.0,GA
Ohio,East North Central,11756058.0,"Rossford, Ohio",1179650676.0,C
Ohio,East North Central,11756058.0,"St. Clairsville, Ohio",1165902833.0,C
Ohio,East North Central,11756058.0,"St. Marys, Ohio",1169699045.0,C
Ohio,East North Central,11756058.0,,,
Ohio,East North Central,11756058.0,"Sandusky, Ohio",1179782442.0,C
Ohio,East North Central,11756058.0,"Seven Hills, Ohio",1165901309.0,C
Ohio,East North Central,11756058.0,"Shaker Heights, Ohio",1180356530.0,GA
Ohio,East North Central,11756058.0,"Sharonville, Ohio",1179651343.0,GA
Ohio,East North Central,11756058.0,"Sheffield Lake, Ohio",1165901485.0,C
Ohio,East North Central,11756058.0,"Shelby, Ohio",1169873850.0,C
Ohio,East North Central,11756058.0,"Sidney, Ohio",1177760884.0,C
Ohio,East North Central,11756058.0,"Solon, Ohio",1177399683.0,GA
Ohio,East North Central,11756058.0,"South Euclid, Ohio",1165902205.0,GA
Ohio,East North Central,11756058.0,"South Lebanon, Ohio",1172880534.0,C
Ohio,East North Central,11756058.0,"Springboro, Ohio",1175831507.0,GA
Ohio,East North Central,11756058.0,"Springdale, Ohio",1179790161.0,GA
Ohio,East North Central,11756058.0,"Springfield, Ohio",1176421525.0,C
Ohio,East North Central,11756058.0,"Steubenville, Ohio",1179797505.0,C
Ohio,East North Central,11756058.0,"Stow, Ohio",1176266879.0,GA
Ohio,East North Central,11756058.0,"Streetsboro, Ohio",1168909433.0,C
Ohio,East North Central,11756058.0,"Strongsville, Ohio",1176246358.0,C
Ohio,East North Central,11756058.0,"Struthers, Ohio",1169080535.0,GA
Ohio,East North Central,11756058.0,"Sunbury, Ohio",1167679643.0,C
Ohio,East North Central,11756058.0,"Sylvania, Ohio",1176810314.0,GA
Ohio,East North Central,11756058.0,"Tallmadge, Ohio",1176267717.0,GA
Ohio,East North Central,11756058.0,"Indian Hill, Ohio",1178027351.0,C
Ohio,East North Central,11756058.0,"Tiffin, Ohio",1170342770.0,C
Ohio,East North Central,11756058.0,"Tipp City, Ohio",1169584734.0,C
Ohio,East North Central,11756058.0,"Toledo, Ohio",1180130011.0,GA
Ohio,East North Central,11756058.0,"Toronto, Ohio",1168277713.0,C
Ohio,East North Central,11756058.0,"Trenton, Ohio",1165904834.0,C
Ohio,East North Central,11756058.0,"Trotwood, Ohio",1172723486.0,GA
Ohio,East North Central,11756058.0,"Troy, Ohio",1173079154.0,GA
Ohio,East North Central,11756058.0,"Twinsburg, Ohio",1173674584.0,C
Ohio,East North Central,11756058.0,"Uhrichsville, Ohio",1173182532.0,GA
Ohio,East North Central,11756058.0,"Union, Ohio",1173811802.0,C
Ohio,East North Central,11756058.0,"University Heights, Ohio",1170738637.0,GA
Ohio,East North Central,11756058.0,"Upper Arlington, Ohio",1179419055.0,C
Ohio,East North Central,11756058.0,"Upper Sandusky, Ohio",1165905297.0,C
Ohio,East North Central,11756058.0,"Urbana, Ohio",1178129526.0,GA
Ohio,East North Central,11756058.0,"Van Wert, Ohio",1177761767.0,GA
Ohio,East North Central,11756058.0,"Vandalia, Ohio",1177989023.0,C
Ohio,East North Central,11756058.0,"Vermilion, Ohio",1173273682.0,C
Ohio,East North Central,11756058.0,"Wadsworth, Ohio",1169105359.0,GA
Ohio,East North Central,11756058.0,"Wapakoneta, Ohio",1177761257.0,C
Ohio,East North Central,11756058.0,"Warren, Ohio",1175538772.0,C
Ohio,East North Central,11756058.0,"Warrensville Heights, Ohio",1165906633.0,GA
Ohio,East North Central,11756058.0,"Washington Court House, Ohio",1177760721.0,GA
Ohio,East North Central,11756058.0,"Waterville, Ohio",1178316391.0,C
Ohio,East North Central,11756058.0,"Wauseon, Ohio",1177288334.0,GA
Ohio,East North Central,11756058.0,"Wellston, Ohio",1165907056.0,C
Ohio,East North Central,11756058.0,"West Carrollton, Ohio",1172723595.0,GA
Ohio,East North Central,11756058.0,"Westerville, Ohio",1170867451.0,GA
Ohio,East North Central,11756058.0,"Westlake, Ohio",1178375016.0,GA
Ohio,East North Central,11756058.0,"Whitehall, Ohio",1165907523.0,C
Ohio,East North Central,11756058.0,"Wickliffe, Ohio",1168088714.0,GA
Ohio,East North Central,11756058.0,"Willard, Ohio",1166734856.0,C
Ohio,East North Central,11756058.0,"Willoughby, Ohio",1168088647.0,C
Ohio,East North Central,11756058.0,"Willoughby Hills, Ohio",1168088650.0,C
Ohio,East North Central,11756058.0,"Willowick, Ohio",1168088657.0,GA
Ohio,East North Central,11756058.0,"Wilmington, Ohio",1179184079.0,C
Ohio,East North Central,11756058.0,"Wooster, Ohio",1179198901.0,C
Ohio,East North Central,11756058.0,"Worthington, Ohio",1165908510.0,C
Ohio,East North Central,11756058.0,"Wyoming, Ohio",1179815406.0,GA
Ohio,East North Central,11756058.0,"Xenia, Ohio",1177454008.0,C
Ohio,East North Central,11756058.0,"Youngstown, Ohio",1178565418.0,B
Ohio,East North Central,11756058.0,"Zanesville, Ohio",1177998088.0,C
Ohio,East North Central,11756058.0,"Aberdeen, Ohio",1166382833.0,C
Ohio,East North Central,11756058.0,"Ada, Ohio",1170024940.0,GA
Ohio,East North Central,11756058.0,"Adamsville, Ohio",1167432533.0,C
Ohio,East North Central,11756058.0,"Addyston, Ohio",1179932741.0,C
Ohio,East North Central,11756058.0,"Adelphi, Ohio",1170008682.0,C
Ohio,East North Central,11756058.0,"Adena, Ohio",1167976532.0,C
Ohio,East North Central,11756058.0,"Albany, Ohio",1166384262.0,C
Ohio,East North Central,11756058.0,"Alexandria, Ohio",1166384630.0,C
Ohio,East North Central,11756058.0,"Alger, Ohio",1166384673.0,C
Ohio,East North Central,11756058.0,"Amanda, Ohio",1179963906.0,C
Ohio,East North Central,11756058.0,"Amberley, Ohio",1179932776.0,GA
Ohio,East North Central,11756058.0,"Amesville, Ohio",1166386115.0,C
Ohio,East North Central,11756058.0,"Amsterdam, Ohio",1168276372.0,C
Ohio,East North Central,11756058.0,"Andover, Ohio",1168087446.0,C
Ohio,East North Central,11756058.0,"Anna, Ohio",1173053441.0,C
Ohio,East North Central,11756058.0,"Ansonia, Ohio",1180125167.0,GA
Ohio,East North Central,11756058.0,"Antioch, Ohio",1166484165.0,Start
Ohio,East North Central,11756058.0,"Antwerp, Ohio",1168622398.0,C
Ohio,East North Central,11756058.0,"Apple Creek, Ohio",1174685586.0,C
Ohio,East North Central,11756058.0,"Aquilla, Ohio",1168047798.0,C
Ohio,East North Central,11756058.0,"Arcadia, Ohio",1173735408.0,C
Ohio,East North Central,11756058.0,"Arcanum, Ohio",1166484612.0,C
Ohio,East North Central,11756058.0,"Archbold, Ohio",1161128688.0,C
Ohio,East North Central,11756058.0,"Arlington, Ohio",1173735575.0,C
Ohio,East North Central,11756058.0,"Arlington Heights, Ohio",1180143337.0,GA
Ohio,East North Central,11756058.0,"Ashley, Ohio",1166485956.0,C
Ohio,East North Central,11756058.0,"Ashville, Ohio",1177448045.0,GA
Ohio,East North Central,11756058.0,"Athalia, Ohio",1168266411.0,C
Ohio,East North Central,11756058.0,"Attica, Ohio",1171197018.0,C
Ohio,East North Central,11756058.0,"Bailey Lakes, Ohio",1166532253.0,C
Ohio,East North Central,11756058.0,"Bainbridge, Ross County, Ohio",1170008859.0,C
Ohio,East North Central,11756058.0,"Bairdstown, Ohio",1175238581.0,C
Ohio,East North Central,11756058.0,"Baltic, Ohio",1176457935.0,C
Ohio,East North Central,11756058.0,"Baltimore, Ohio",1162099503.0,C
Ohio,East North Central,11756058.0,"Barnesville, Ohio",1166533843.0,C
Ohio,East North Central,11756058.0,"Barnhill, Ohio",1173182902.0,C
Ohio,East North Central,11756058.0,"Batavia, Ohio",1175431603.0,GA
Ohio,East North Central,11756058.0,"Batesville, Ohio",1166534610.0,C
Ohio,East North Central,11756058.0,"Bay View, Ohio",1166534856.0,C
Ohio,East North Central,11756058.0,"Beach City, Ohio",1168045774.0,C
Ohio,East North Central,11756058.0,"Beallsville, Ohio",1174789186.0,GA
Ohio,East North Central,11756058.0,"Beaver, Ohio",1169188909.0,C
Ohio,East North Central,11756058.0,"Beaverdam, Ohio",1166605567.0,C
Ohio,East North Central,11756058.0,"Bellaire, Ohio",1172803653.0,GA
Ohio,East North Central,11756058.0,"Belle Center, Ohio",1166606782.0,C
Ohio,East North Central,11756058.0,"Belle Valley, Ohio",1178906616.0,GA
Ohio,East North Central,11756058.0,"Bellville, Ohio",1178433577.0,GA
Ohio,East North Central,11756058.0,"Belmont, Ohio",1178439352.0,C
Ohio,East North Central,11756058.0,"Belmore, Ohio",1169686278.0,C
Ohio,East North Central,11756058.0,"Beloit, Ohio",1168708868.0,GA
Ohio,East North Central,11756058.0,"Bentleyville, Ohio",1179417025.0,C
Ohio,East North Central,11756058.0,"Benton Ridge, Ohio",1172051025.0,C
Ohio,East North Central,11756058.0,"Bergholz, Ohio",1168276425.0,C
Ohio,East North Central,11756058.0,"Berkey, Ohio",1166608568.0,GA
Ohio,East North Central,11756058.0,"Berlin Heights, Ohio",1166608633.0,C
Ohio,East North Central,11756058.0,"Bethel, Ohio",1178982045.0,C
Ohio,East North Central,11756058.0,"Bethesda, Ohio",1166609493.0,C
Ohio,East North Central,11756058.0,"Bettsville, Ohio",1171198945.0,C
Ohio,East North Central,11756058.0,"Beverly, Ohio",1166609740.0,C
Ohio,East North Central,11756058.0,"Blakeslee, Ohio",1174944702.0,C
Ohio,East North Central,11756058.0,"Blanchester, Ohio",1179184142.0,C
Ohio,East North Central,11756058.0,"Bloomdale, Ohio",1175245846.0,C
Ohio,East North Central,11756058.0,"Bloomingburg, Ohio",1180298075.0,C
Ohio,East North Central,11756058.0,,,
Ohio,East North Central,11756058.0,"Bloomville, Ohio",1171199018.0,C
Ohio,East North Central,11756058.0,"Bluffton, Ohio",1180113026.0,C
Ohio,East North Central,11756058.0,"Bolivar, Ohio",1173183170.0,GA
Ohio,East North Central,11756058.0,"Boston Heights, Ohio",1168047045.0,C
Ohio,East North Central,11756058.0,"Botkins, Ohio",1180217878.0,C
Ohio,East North Central,11756058.0,"Bowerston, Ohio",1168049066.0,C
Ohio,East North Central,11756058.0,"Bowersville, Ohio",1166631613.0,C
Ohio,East North Central,11756058.0,"Bradford, Ohio",1166632373.0,C
Ohio,East North Central,11756058.0,"Bradner, Ohio",1175249857.0,C
Ohio,East North Central,11756058.0,"Bratenahl, Ohio",1177404736.0,GA
Ohio,East North Central,11756058.0,"Bremen, Ohio",1166633150.0,C
Ohio,East North Central,11756058.0,"Brewster, Ohio",1168045780.0,C
Ohio,East North Central,11756058.0,"Brice, Ohio",1166633372.0,C
Ohio,East North Central,11756058.0,"Bridgeport, Ohio",1166633501.0,C
Ohio,East North Central,11756058.0,"Brooklyn Heights, Ohio",1166634508.0,C
Ohio,East North Central,11756058.0,"Brookside, Ohio",1166634647.0,C
Ohio,East North Central,11756058.0,"Broughton, Ohio",1168622535.0,C
